Kapizm to kierunek w której dziedzinie polskiej sztuki?	w malarstwie
W którym niemieckim mieście stoi pałac Cecilienhof?	w Poczdamie
Węzeł AV i SA występują w mózgu czy sercu?	w sercu
Jak nazywała się kobieta będąca premier Izraela?	Golda Meir
Jaki tytuł nosi opera Moniuszki, w której uboga góralka zakochuje się w szlachcicu?	Halka
Stadion olimpijski we Wrocławiu powstał przed czy po II wojnie światowej?	przed
Z ilu wykonawców składa się sekstet?	z sześciu	6
Jak nazywa się rzemieślnik, który pokrywa meble tkaniną?	tapicer
Anatolia jest azjatycką częścią którego państwa?	Turcji
Który władca rzymski wprowadził kalendarz juliański?	Juliusz Cezar
W gniazdku na którym drzewie czekała pani słowikowa na spóźniającego się męża w wierszu Juliana Tuwima?	na akacji
Jaki jest głos pośredni między tenorem a basem?	baryton
Kto jest autorem powiedzenia „Homo sum et nihil humanum a me alienum esse puto”?	Terencjusz
Częścią którego kontynentu jest Półwysep Czukocki?	Azji
Konwergencja to podobieństwo czy przeciwieństwo?	podobieństwo
Jak nazywał się pierwszy prezydent Autonomii Palestyńskiej?	Jaser Arafat
Według mitologii greckiej ile było potwornych sióstr zwanych Gorgonami?	trzy	3
W którym województwie znajdują się powiaty grójecki, radomski?	w mazowieckim
Co oznacza łaciński zwrot „contram naturae”?	przeciwko naturze
Co zgubiła litera T według wiersza „Abecadło”?	daszek
Jak nazywa się wyzwoliciel Ameryki Południowej spod zwierzchnictwa Hiszpanii?	Simon Bolivar	Simón Bolívar
Czy Albania leży na półwyspie bałkańskim?	tak
Jak z francuskiego nazywa się spektakl na cześć jakiego aktora?	benefis
Jak nazywa się melodia wygrywana przez mechanizm w zegarach?	kurant
Sonata to utwór instrumentalny czy wokalny?	instrumentalna
Jak nazywa się skrzydlaty koń, symbol poetyckiego natchnienia?	Pegaz
Na terenie którego stanu znajduje się Alcatraz?	Kalifornia
W którym wieku Mendelejew opublikował układ okresowy pierwiastków?	w XIX	19
Czy Paul Gauguin znał Vincenta van Gogha?	tak
Jakie zgromadzenie zakonne założył w 1859 r. ojciec Jan Bosko?	Salezjanów
„Jeden dzień z życia Iwana Denisowicza” autorstwa Aleksandra Sołżenicyna opisuje jakie miejsce?	gułag	łagier
Jak nazywał się pisarz i podróżnik, autor powieści „Kanada pachnąca żywicą” i „Ryby śpiewają w Ukajali”?	Arkady Fiedler
Z jakiego kraju pochodzi kompozytor Jaromír Nohavica?	z Czech
Głową którego europejskiego państwa jest królowa Małgorzata II?	Danii
Czy Mikołaj Kopernik studiował medycynę?	tak
Jak nazywa się jedno ze wzgórz Rzymu, na którym mieści się siedziba prezydenta Republiki?	Kwirynał
Jak nazywa się grupa etniczna zamieszkująca okolice Prutu i Czeremosza?	Hucułowie	Huculi
Jak wśród Celtów nazywały się osoby pełniące funkcję kapłanów, wróżbitów lekarzy?	druidzi
Jakiego koloru są kwiaty przebiśniegu?	białego
Ile palców liczy łapa niedźwiedzia?	pięć	5
Rodło symbol Polaków w Niemczech zawiera zarys której Polskiej rzeki?	Wisły
W którym państwie powstała tzw. terakotowa armia?	w Chinach
Piaf to prawdziwe nazwisko czy pseudonim słynnej śpiewaczki?	pseudonim
Przez którą stolicę płynie rzeka Potomak?	przez Waszyngton
Czym zajmował się Kain?	rolnictwem	uprawą roli	był rolnikiem
Gdzie według przysłowia nie należy wkładać palców?	między drzwi
Jak nazywał się dokument z 1807 r. regulujący ustrój Księstwa Warszawskiego?	Konstytucja Księstwa Warszawskiego
Jak nazywa się największa wyspy Japonii?	Honsiu
W którym mieście znajduje się siedziba Europejskiej Agencji Kosmicznej?	w Paryżu
Które zwierzę oswoił, a następnie podarował Janowi III Sobieskiemu Jan Chryzostom Pasek?	wydrę
Kto jest autorem „Pieśni Świętojańskiej o Sobótce”?	Jan Kochanowski
Który polski niszczyciel został zatopiony podczas bitwy o Narwik?	Grom
Słowa „orszak”, „dobosz” – pochodzą z którego języka?	węgierskiego
Jak nazywał się polski hetman polny, dowódca w bitwach pod Trzcianą i Hamersztynem?	Stanisław Koniecpolski
Może być nadzorcza, pedagogiczna lub zakładowa?	rada
Ktoś, kto często zmienia poglądy, zmienia je jak...?	rękawiczki
Który polski pisarz i filozof jest autorem książki „Mini-wykłady o maxi-sprawach”?	Leszek Kołakowski
Jak nazywał się przyjaciel Pana Wołodyjowskiego, który wraz z nim zginął w gruzach kamienieckiego zamku?	Ketling	Hassling-Ketling of Elgin
Powiedzenia i przysłowia: co kole w oczy?	prawda
Kombinatoryka jest dziedziną której nauki?	matematyki
Jak nazywa się wąski pas lądu przy zatoce Maliakos, gdzie Grecy ponieśli klęskę z Persami?	Termopile
Ile razy Wincenty Witos sprawował urząd premiera?	trzy razy	3
Czy w przyrodzie istnieje zwierzę o nazwie bazyliszek?	tak
Czy Dalajlama XIV jest laureatem Nagrody Nobla?	tak
Jak w hinduizmie nazywa się żona Wisznu, bogini szczęścia, matka Kamy?	Lakszmi
Na którym oceanie leżą wyspy japońskie?	na Oceanie Spokojnym
Kto na zagrodzie jest równy wojewodzie według przysłowia?	szlachcic
Kto, według nauczyciela w jednym z dzieł Gombrowicza, „wielkim poetą był”?	Juliusz Słowacki
Czy szakal jest większy od wilka?	nie
Które środki płatnicze powstały wcześniej: monety czy banknoty?	monety
Jak ma na imię polski jazzman Stańko?	Tomasz
Na którym kontynencie leży Gambia?	w Afryce
W marcu rozpoczyna się noc polarna na którym biegunie?	na południowym
Z której wyspy uciekał na skrzydłach Ikar?	z Krety
Jak nazywa się największe zwierzę z rodziny fokowatych?	słoń morski
Którego dnia obchodzony jest Międzynarodowy Dzień Kobiet?	8 marca
Jaki jest język urzędowy w Ekwadorze?	hiszpański
Pracy nad jakim filmem nie dokończył z powodu śmierci Andrzej Munk?	„Pasażerka”
Czym zajmuje się speleologia?	badaniami jaskiń
Jak nazywa się pogląd, według którego człowiek jest środkiem wszechświata?	antropocentryzm
Którego kompozytora nazywa się „Chopinem Północy”?	Edwarda Griega
Nikos Kazandzakis jest autorem powieści, która została zekranizowana, a film nagrodzony trzema Oscarami. Jak brzmi jej tytuł?	„Grek Zorba”
Kto napisał powieść „Dzieci Arbatu”?	Anatolij Rybakow
NHL to zawodowa liga hokeja czy koszykówki?	hokeja
Jak z łaciny nazywa się przymusowe odosobnienie przeciwników politycznych?	internowanie
Jak nazywa się miś z klapniętym uszkiem z popularnej dobranocki?	Miś Uszatek
Które państwo zostało podzielone wzdłuż 17. równoleżnika na konferencji w Genewie w 1954 r.?	Wietnam
Jak miał na imię polski kardiochirurg, profesor Religa?	Zbigniew
Czy istnieją państwa poza UE, w których wprowadzono euro?	tak
Jak nazywa się dział astronomii zajmujący się badaniem powierzchni Księżyca?	selenografia
Czego, według powiedzenia, uczepił się rzep?	psiego ogona
Logorea to słowotok czy milczenie?	słowotok
Czy za pomocą cyrkla i linijki można narysować kwadrat i koło o tej samej powierzchni?	nie
Z którego kraju pochodzi ser Roquefort?	z Francji
Jakiego koloru są migdały symbolizujące marzenia?	niebieskie
Listy św. Pawła, św. Piotra znajdują się w Starym czy Nowym Testamencie?	w Nowym
Jak nazywa się urządzenie w aparacie dozujące czas dostępu światła do elementu światłoczułego?	migawka
Gdzie kręci się karuzela w piosence Marii Koterbskiej?	na Bielanach
W jakim języku mówimy „Achtung” (tzn. „uwaga”)?	po niemiecku
Ile najwięcej punktów karnych może otrzymać kierowca wyprzedzający na przejściu dla pieszych?	10
Jaki smak ma napar piołunu?	gorzki
Którą literą w alfabecie greckim jest omega?	ostatnią	24
Do ilu ołtarzy prowadzi procesja w dzień Bożego Ciała?	do czterech	4
Kambr, ordowik, sylur, dewon, karbon i perm – to okresy której ery?	paleozoiku
Proszę wymienić pierwszy stopień odmiany przymiotnika.	równy	stopień równy
Jak nazywa się forma organizacji społeczeństwa, w której dominują kobiety?	matriarchat
W którym nadmorskim mieście możemy spacerować po Długim Targu?	w Gdańsku
W którym państwie europejskim oprócz Rosji walutą jest rubel?	na Białorusi
Jak nazywa się pojedynek pomiędzy zwycięzcami ćwierćfinałów?	półfinał
Jakim trzyliterowym skrótem oznaczano radzieckie samoloty myśliwskie?	Mig
W który dzień tygodnia w kościele katolickim przypada Boże Ciało?	w czwartek
Hymn którego państwa rozpoczyna się słowami: „Naprzód, dzieci ojczyzny”?	Francji
Tymczasową stolicą którego azjatyckiego kraju był w XX wieku Nankin?	Chin
Jak miał na imię przyjaciel Tomka Sawyera?	Huck Finn	Huckleberry Finn
Jak nazywa się tradycyjny strój górali szkockich, krótka spódniczka w kratę?	kilt
Żoną którego króla Maria Kazimiera d'Arquien, zwana Marysieńką?	Jana III Sobieskiego
Jak nazywa się stolica Niemiec?	Berlin
Z którego kraju pochodzi dyktator mody Christian Dior?	z Francji
Jak żeglarze nazywają wiatr wiejący skośnie od dziobu statku?	ćwierćwiatr
Jak nazywa się indiańska łódź o szkielecie z drewna, pokryta korą brzozową, pierwowzór kanadyjki?	kanu	canoe
Ile przyprostokątnych ma trójkąt ostrokątny?	nie ma żadnej
Kto zagrał główną rolę w filmie Wiedźmin według książki Sapkowskiego?	Michał Żebrowski
Jakiej narodowości był Karol May?	Niemcem
Na wielomasztowym żaglowcu fokmaszt to maszt z przodu, w środku czy z tyłu statku?	z przodu
Jak nazywa się bohater angielskich legend, obrońca biednych kryjący się w lasach Yorkshire?	Robin Hood
Ile jezior liczy system Wielkich Jezior Amerykańskich?	pięć	5
Z ilu sylab składa się japońska forma poetycka Haiku: z 11, 15 czy z 17?	z 17
Która dynastia panowała w Chinach od XIV do XVII wieku?	Ming
Jeśli mamy 11 par skarpet, to ile mamy wszystkich skarpet?	22
Z którego państwa pochodził Edmund Hillary, pierwszy zdobywca Mount Everestu?	z Nowej Zelandii
W których górach sudeckich można wejść na Szczeliniec Wielki?	w Górach Stołowych
Czy ropuchy są w Polsce chronione?	tak
Jak nazywa się dział medycyny zajmujący się odpornością?	immunologia
Flota którego państwa pokonała w XVI wieku tzw. Wielką Armadę?	Anglii
Jak nazywa się gra na wybieraniu pojedynczych patyczków z bezładnego stosu, tak by nie poruszyć innych?	bierki
Jak nazywał się ostatni król z dynastii Piastów?	Kazimierz III Wielki
Jak nazywa się miejsce w sądzie, gdzie siadają oskarżeni?	ława oskarżonych
Jak nazywa się spis spraw sądowych odbywających się tego samego dnia po sobie?	wokanda
Jakimi organizmami żywymi zajmuje się lichenologia?	porostami
Czy pustułka to ptak drapieżny?	tak
Proszę podać dopełniacz liczby mnogiej słowa kobza?	kobz
Jak nazywa się kostka do gry w domino nie zawierająca żadnych kropek, z pustym polem?	mydło
Jak nazywa się działający do dziś najstarszy polski teatr?	Teatr Narodowy w Warszawie
Jak nazywał się twórca postaci Pana Kleksa?	Jan Brzechwa
Warszawska dzielnica Praga leży na lewym czy prawym brzegu Wisły?	na prawym
Nad jakim jeziorem znajduje się Lozanna?	nad Jeziorem Genewskim
W którym dramacie Mrożka występują XX i AA?	„Emigranci”
Czy wegetarianin je mięso?	nie
Brooklyn jest dzielnicą którego amerykańskiego miasta?	Nowego Jorku
Pablo Picasso czy Vincent van Gogh – który z nich urodził się w Hiszpanii?	Pablo Picasso
Jak nazywa się państwo w północnej Afryce, które ma stolicę w Trypolisie?	Libia
Czego według przysłowia kruk nie wykole krukowi?	oka
Jakie imię nosi prezydent Rosji Putin?	Władimir
Profesorem którego uniwersytetu był Izaak Newton?	Cambridge
Na którym kontynencie wznoszą się dwa pasma górskie nazwane imieniem Jana Czerskiego?	w Azji
Co po polsku znaczy kryptonim niemieckiej akcji „Nacht und Nebel”?	„Noc i mgła”
Na którym kontynencie mieszkają ludy Hutu?	w Afryce
Z którego państwa pochodzi mocna brandy – Metaxa?	z Grecji
Czy łacina jest językiem urzędowym w Watykanie?	tak
W którym roku Chorwacja przystąpiła do Unii Europejskiej?	w 2013
Do jakiego pociągu można wsiąść w piosence Maryli Rodowicz pt. „Remedium”?	byle jakiego
Czy laktoza jest cukrem prostym?	nie
Czy obecnie żyją jeszcze bizony?	tak
Jak nazywa się woltyżerka na siodle galopującego konia uprawiana na pokazie?	dżygitówka
Trikorn, kłobuk, fedora – to nakrycia której części ciała?	głowy
Który podróżnik w XV wieku odkrył drogę morską do Indii?	Vasco da Gama
Czy Boccaccio miał szansę spotkać się z Francesco Petrarcą?	tak
Czy słowiki odlatują z Polski na zimę?	tak
W którym europejskim państwie nadawany jest order Giedymina?	na Litwie
Jak nazywał się angielski król o przydomku Lwie Serce?	Ryszard I
Kto był twórcą słownictwa chemicznego w Polsce?	Jędrzej Śniadecki
Jak nazywa się tylna część statku?	rufa
Jeden rubel – ile to kopiejek?	sto	100
Jak nazywa się zwyczajowe prawo, według którego wdowę musi poślubić brat zmarłego?	lewirat
Czy do wypieku biszkoptów potrzebne są jajka?	tak
Ile zer ma miliard?	dziewięć	9
Gdzie występują takie miejsca: Ocean Burz, Morze Wilgoci, Morze Spokoju, Morze Chmur?	na Księżycu
Czy kukułki są w Polsce chronione przez cały rok?	tak
Jak z greki nazywa się dychawica oskrzelowa?	astma
Co oznacza łacińskie powiedzenie „amor vincit omnia”?	miłość zwycięża wszystko
W którym wieku odbył się Sobór Watykański II?	w XX	20
Jaką nazwę nosi grupa rockowa powstała w 1981 r. z inicjatywy Jana Borysewicza?	Lady Pank
Jak dawniej nazywał się damski notesik do określenia kolejności tańców i partnerów podczas balu?	karnet
Jakiej narodowości był Celsjusz?	szwedzkiej
Podczas której wojny odbywa się akcja „Przygody dobrego wojaka Szwejka”?	I wojny światowej
Jak miał na imię syn Jacka Kuronia?	Maciej
Ile czarownic przepowiadało Makbetowi jego losy?	trzy	3
Jak od nazwy figury geometrycznej nazywamy potęgę o wykładniku 2?	kwadrat
Czy malaria i żółta febra to nazwy tej samej choroby?	nie
W którym mieście odbywa się festiwal, na którym wręczane są Złote Muszle?	San Sebastian
Jak nazywa się w lekkiej atletyce bieg rozstawny?	sztafeta
Czy liczba mieszkańców Falklandów przekracza 200 tysięcy?	nie
W którym wieku została wydana jedna z najważniejszych książek nauki O powstawaniu gatunków Karola Darwina?	w XIX	19
Jaki jest język urzędowy w Islandii?	islandzki
Małe pierożki nadziewane siekanym mięsem, podawane z rosołem, popularne na Litwie to...?	kołduny
Z którego państwa pochodził malarz Francisco Goya?	z Hiszpanii
Ile wcieleń miał według tytułu Jan Piszczyk?	sześć	6
W którym roku miała miejsce krwawa pacyfikacja w kopalni Wujek?	w 1981
Czy Niccolò Paganini koncertował w Polsce?	tak
Jak z greckiego nazywa się nagły, nieopanowany strach większej liczby osób?	panika
Faworytka to odmiana którego owocu?	gruszki
W którym mieście znajduje się Międzynarodowy Trybunał Prawa Morza?	Hamburg
Który znak zodiaku nosi tę samą nazwę co urządzenie pomiarowe?	waga
W którym państwie władał Ashoka?	w Indiach
Jak nazywa się krakowskie wzgórze ze Smoczą Jamą i Zamkiem Królewskim?	Wawel
Czyją żoną w „Chłopach” Reymonta była Jagna?	Macieja Boryny
Na którym włoskim uniwersytecie studiowali zarówno Kochanowski, jak i Kopernik?	w Padwie
Czy ibisy, bociany i czaple należą do tej samej rodziny?	tak
Przez które morze Mojżesz przeprowadził Izraelitów?	przez Morze Czerwone
Ile oceanów otacza Antarktydę?	trzy	3
Nad którą rzeką leży Częstochowa?	nad Wartą
Jak miał na imię ojciec Najświętszej Maryi Panny?	Joachim
Jaka to część mowy: „wczoraj”, „jutro”, „głośno”?	przysłówek
Halny powoduje wzrost temperatury czy jej spadek?	wzrost
Gdzie znajduje się Harbour Bridge?	w Sydney
Jak brzmi polska nazwa malarii?	zimnica	febra
Jak nazywają się kule do gry w bilard?	bile
Jak brzmi nazwa zespołu, który w 1965 roku założyli Jacek i Andrzej Zielińscy?	Skaldowie
Jak nazywały się podziemne cmentarze w starożytnym Rzymie?	katakumby
Proxima centauri to gwiazda czy planeta?	gwiazda
Jak nazywa się słodkie, mocne wino z doliny rzeki Douro w Portugalii?	porto
Czy Polska jest członkiem Światowej Organizacji Handlu?	tak
Czy dzień flagi Rzeczpospolitej jest dniem ustawowo wolnym od pracy?	nie
Jak nazywał się autor słów: „Wsi spokojna, wsi wesoła! Który głos twej chwale zdoła?”?	Jan Kochanowski
Stolicą którego kraju jest Kopenhaga?	Danii
Która alpinistka jako pierwsza Europejka weszła na Mount Everest?	Wanda Rutkiewicz
Jakie zwierzę jest symbolem Tatrzańskiego Parku Narodowego?	kozica
Czy biedronka (boża krówka) jest roślinożerna, czy jest drapieżnikiem?	jest drapieżnikiem
Kto był przywódcą największego w starożytnym Rzymie powstania niewolników?	Spartakus
Premierami którego państwa byli Neville Chamberlain i Harold Wilson?	Wielkiej Brytanii
W którym mieście w USA znajduje się Columbia University, jeden z najstarszych w USA?	w Nowym Jorku
Czy Etiopia ma dostęp do morza?	nie
W której dyscyplinie odbywa się Turniej Rolanda Garrosa?	w tenisie	w tenisie ziemnym
Ile trąb zburzyło mury Jerycha?	siedem	7
Którego dnia obchodzimy Dzień Edukacji Narodowej?	14 października
Który gruczoł dokrewny wydziela tyroksynę?	tarczyca
Dawać komuś coś, czego ten nie potrafi docenić, to według przysłowia „rzucać perły przed...”?	wieprze
Które owady produkują propolis?	pszczoły
Który bohater Ernesta Hemingwaya wypowiedział słowa: „Człowieka można zniszczyć, ale nie pokonać”?	Santiago	stary rybak Santiago
Z którego miasta pochodził Casanova?	z Wenecji
Czy Henryk VIII był także królem Irlandii?	tak
Jak nazywa się krótka łopatka używana w wojsku?	saperka
Co po japońsku oznacza „sayonara”?	do widzenia
Na terenie jakiego państwa leży Puszcza Knyszyńska?	Polski
Czy Lech Wałęsa odebrał Nagrodę Nobla osobiście?	nie
Jak potocznie nazywa się styl klasyczny w pływaniu?	żabka
Czy kiedykolwiek na tronie Polski zasiadała samodzielnie kobieta?	tak
W którym wieku urodził się Walt Disney?	w XX	20
Proszę dokończyć: „Czego Jaś się nie nauczy, tego Jan...”?	nie będzie umiał
Jak brzmi imię i nazwisko młodzieńczej miłości Adama Mickiewicza?	Maryla Wereszczakówna
W którym wieku miała miejsce bitwa pod Akcjum?	w I p.n.e.
Ilu Budrysów występowało w balladzie Adama Mickiewicza?	czterech	4
W którym roku istniała tzw. republika Pińczowska?	w 1944
Czy Węgry mają na swoim terytorium Karpaty?	tak
Czy na tronie Egiptu mogły zasiadać kobiety?	tak
Akcja którego dramatu Szekspira rozgrywa się na zamku Kronborg?	„Hamleta”
Jaka część mowy odpowiada na pytanie „co robi”?	czasownik
Jakiej narodowości był Marcel Proust?	był Francuzem	francuskiej
Co dosłownie po łacinie oznacza „vademecum”?	pójdź za mną
Czy stokrotki są w Polsce chronione?	nie
Kto w XVII odkrył plamy na słońcu?	Galileusz
Jak nazywał się polski farmaceuta który skonstruował lampę naftową?	Ignacy Łukasiewicz
Proszę podać skrót francuskiej międzynarodowej federacji piłki nożnej?	FIFA
Czy owocnik trufli rośnie pod ziemią?	tak
Proszę podać imię i nazwisko aktora, który stworzył kreację Nikodema Dyzmy, Stanisława Anioła?	Roman Wilhelmi
W którym mieście znajduje się Katedra Polowa Wojska Polskiego?	w Warszawie
Jak nazywają się członkowie zakonu założonego w 1155 r. na górze Karmel?	karmelici
W którym mieście odbywa się festiwal teatralny Malta?	w Poznaniu
Czy anakonda jest dusicielem?	tak
Treścią której opery Giuseppe Verdiego są losy Żydów pragnących wyrwać się z niewoli babilońskiej?	Nabucco
W jakich okolicznościach poznaje się prawdziwego przyjaciela?	w biedzie
Czy raki posiadają kręgosłup?	nie
W którym wieku upadło Cesarstwo Bizantyjskie?	w XV	15
Które figury w jednym kolorze tworzą mariasz w grze w karty?	król i dama
Kto był autorem polichromii w Turku?	Józef Mehoffer
Na czym siedzi leń w wierszu Jana Brzechwy?	na tapczanie
Jak nazywa się okres godowy ryb?	tarło
Wizerunek którego prezydenta widnieje na odznaczeniu wojskowym Purpurowe Serce?	George'a Washingtona	Jerzego Waszyngtona
Jak miał na imię ojciec Jane Fondy?	Henry
Nad którą rzeką leży Łowicz?	nad Bzurą
Jak nazywa się dział historii zajmujący się pieczęciami?	sfragistyka
W którym parku narodowym znajduje się Dolina Prądnika?	w Ojcowskim
Jak z greki nazywa się odsłonięta część sceny przed kurtyną?	proscenium
Jak nazywa się portret artysty wykonany przez niego samego?	autoportret
Czy energia kinetyczna ciała w ruchu zależy od jego masy?	tak
Czy wanta na żaglowcu jest jednym z tylnych masztów?	nie
Jak nazywa się nić chirurgiczna z baraniego jelita?	catgut	ketgut	katgut
Czy Tajlandia jest wyspą?	nie
W którym państwie polscy archeolodzy odkryli w 2013 r grobowiec cywilizacji Wari?	w Peru
Jak nazywa się silnie zjonizowane powietrze w którym liczba wolnych elektronów jest równa liczbie kationów?	plazma
Jak nazywa się świecznik przeznaczony na jedną świecę, słowo pochodzi z niemieckiego?	lichtarz
Jakie skłonności miał dentysta w tytule piosenki Maryli Rodowicz?	sadystyczne	był sadystą
Co rzuca się pod nogi osobie, której chcemy coś utrudnić?	kłody
Którą z kolei żoną Zygmunta Starego była królowa Bona?	drugą
Jak nazywa się karczma z ballady Adama Mickiewicza „Pani Twardowska”?	Rzym
Czy ptaki zwane bekasami żyją w Polsce?	tak
Które drzewo przedstawia korzenie człowieka?	drzewo genealogiczne
Po którym mieście biegał nagi Archimedes krzycząc „Eureka"?	po Syrakuzach
Aaron, pierwszy arcykapłan był starszym bratem którego proroka?	Mojżesza
W którym roku Hitler dokonał Anschlussu Austrii?	w 1938
W którym roku powstała Fundacja Alfreda Nobla?	w 1900
Który bohater „Ogniem i mieczem” miał zwyczaj mówić „słuchać hadko”?	Longin Podbipięta
W którym polskim mieście zbudowano most Świętokrzyski?	w Warszawie
Czy szerszenie to rodzaj dużych os, czy dużych pszczół?	os
Czy Szwajcaria należy do Paktu Północnoatlantyckiego?	nie
Ilu głosom męskim dorównywał głos Stentora z Iliady?	pięćdziesięciu	50
Kugiel to jedna z tradycyjnych potraw kuchni żydowskiej, czy tę potrawę przygotowuje kugler?	nie
Jak nazywa się gumowy worek wypełniany gorącą wodą, służący do miejscowego ogrzewania ciała?	termofor
W którym mieście wznosi się kopiec Wandy?	w Krakowie
Jak z francuskiego nazywa się otwarcie wystawy połączone ze spotkaniem z autorem?	wernisaż
Do którego z podstawowych gatunków dramatu zalicza się „Odprawę posłów greckich”?	do tragedii
Co znaczy powiedzenie spiec raka?	zaczerwienić się
Czy po Szczecinie jeżdżą tramwaje?	tak
Małżonką którego premiera była Nina Andrycz?	Józefa Cyrankiewicza
Ile zer zawiera milion w zapisie dziesiętnym?	sześć	6
W ile strun uderza młoteczek w fortepianie przy najniższych dźwiękach?	w jedną	1
W którym mieście wznoszą się Petronas Towers?	w Kuala Lumpur
Kto jest autorem Pomnika Czynu Powstańczego na górze św. Anny?	Xawery Dunikowski
Jak z francuskiego nazywa się kupiec handlujący obrazami, dziełami sztuki?	marszand
Kto jest autorem baśni „Jaś i Małgosia”?	bracia Grimm	Wilhelm i Jacob Grimm
Jak miał na imię Faraday?	Michael
„Człowiek – boże igrzysko”, z utworu którego pisarza pochodzi ten cytat?	Jana Kochanowskiego
W biegu na ile metrów zdobyła medal Stanisława Walasiewiczówna w Los Angeles?	sto	100
Na dnie którego morza mieszkał Posejdon?	Egejskiego
Który kanał łączy Morze Śródziemne i Morze Czerwone?	Kanał Sueski
Po której wojnie światowej utworzono w Polsce Główny Urząd Statystyczny?	po I wojnie światowej	1
Czy w Polsce można znaleźć turkusy?	tak
W wodach której rzeki Jan Chrzciciel udzielił chrztu Chrystusowi?	Jordanu
Czy Pablo Picasso kiedykolwiek odwiedził Polskę?	tak
Czy brylant i diament mają ten sam skład chemiczny?	tak
Przy Australii leży wyspa Zelandia czy Nowa Zelandia?	Nowa Zelandia
LPG jest mieszaniną których dwóch gazów?	propanu i butanu	butanu i propanu
Kwadrygę woźnica prowadził stojąc czy siedząc?	stojąc
Który polski kompozytor jest uważany za twórcę opery narodowej?	Stanisław Moniuszko
W której religii świętą księgą jest Tipitaka?	w buddyzmie
W którym mieście został wybudowany wieżowiec One WTC?	w Nowym Jorku
W którym wieku rozegrała się wojna polsko-szwedzka zwana potopem?	w XVII	17
Jak nazywała się bohaterka Pana Wołodyjowskiego, którą Zagłoba nazywał hajduczkiem?	Basia
Jakim zwierzęciem jest Stuart Malutki, bohater książki i kilku filmów?	myszą
Figury z której gry widziała Alicja po drugiej stronie lustra?	z szachów
Czy Zygmunt Gloger, autor „Encyklopedii staropolskiej”, etnograf i krajoznawca, żył w XX wieku?	tak
W którym parku narodowym znajduje się Śnieżka?	w Karkonoskim
Jakie góry dominują w krajobrazie Chile?	Andy
Na ile dni prezydent może wprowadzić w Polsce stan wyjątkowy?	dziewięćdziesiąt	90
Gdzie w USA zginął w zamachu Robert Kennedy?	w Los Angeles
Kanclerzem którego państwa był Willy Brandt?	RFN
Jak nazywa się flaga wskazująca przynależność państwową statku?	bandera
Czy Kościół Katolicki zezwala na kremację?	tak
Mikołaj Kossak to ojciec czy dziadek Marii Pawlikowskiej-Jasnorzewskiej?	dziadek
Który polski król wysłuchiwał kazań Skargi?	Zygmunt III Waza
Czy acetylen jest gazem szlachetnym?	nie
W którym roku odbyła się bitwa pod Trafalgarem?	w 1805
W którym państwie znajduje się Kilimandżaro?	w Tanzanii
Jakiego koloru nosiła mundury Armia Polska we Francji pod dowództwem generała Hallera?	błękitnego
Jak nazywa się zdolność rośliny do zwracania się w stronę światła?	fototropizm
Stolicą którego państwa jest Luanda?	Angoli
Lech Wałęsa przemawiając w Kongresie USA w 1989 r. swoją mowę rozpoczął od słów: „My, naród”. Do tekstu którego dokumentu nawiązywał?	Konstytucji Stanów Zjednoczonych	Konstytucji USA
W którym państwie nad wybrzeżem Morza Północnego leży miasto Arnhem?	w Holandii
Ile lat trwał pontyfikat Benedykta XVI?	osiem	8
Jakim francuskim słowem określamy zasady właściwego zachowania się w towarzystwie?	savoir-vivre
Który rzymski cesarz miał mianować swojego konia senatorem?	Kaligula
Jak miał na imię śpiewak Caruso?	Enrico
Festiwal filmowy Dwa Brzegi odbywa się jednocześnie w dwóch miejscowościach na dwóch brzegach Wisły. Jedna z nich to Janowiec, a druga?	Kazimierz Dolny
Pod jakim pseudonimem występował Krzysztof Trzciński?	Komeda
Czy bliny to pierogi czy placki?	placki
W którym wieku została opracowana skala Mohsa, używana do określania twardości minerałów?	w XIX	19
Jak nazywał się bliźniaczy brat Polluksa?	Kastor
Jak nazywa się świątynia prawosławna?	cerkiew
Kto jest autorem poematu historycznego „Grażyna”?	Adam Mickiewicz
Kto zapisał dla potomnych legendę o Wandzie, co nie chciała Niemca?	Wincenty Kadłubek
Jak ma na imię tytułowa wesoła wdówka Franciszka Lehara?	Hanna Glawari
W którym państwie znajduje się Nowa Anglia?	w Stanach Zjednoczonych	w USA
Do której dynastii należy panujący w Hiszpanii Juan Carlos?	do Burbonów
Na nagrobku którego pisarza pochowanego na Powązkach znajduje się napis: „serce serc”?	Bolesława Prusa
Jeden dekagram ile to gramów?	dziesięć	10
Jak nazywa się największa wyspa na Bałtyku?	Zelandia
Jak miała na imię tytułowa panna, której szaleństwa opisał Kornel Makuszyński?	Ewa
Na ilu wyspach położona jest Wenecja – około 50 czy na ponad stu?	ponad stu
Z flotą którego państwa starła się flota japońska podczas bitwy pod Cuszimą w 1905 r.?	Rosji
Jak miał na imię roztargniony pan szukający swoich okularów w wierszu Juliana Tuwima?	Hilary
W którym województwie leży Słupsk?	w pomorskim
Jak nazywa się dział geometrii poświęcony badaniu figur przestrzennych?	stereometria
Co po polsku znaczy łaciński zwrot „mea culpa”?	moja wina
Cannelloni to włoski makaron czy pizza?	makaron
Które miasto było stolicą Generalnej Guberni?	Kraków
W jakich górach znajduje się szczyt Broad Peak?	w Karakorum
